timestamp,open,high,low,close,volume
2021-05-24T00:00:00,34656.53,40900.00,33356.00,35651.81,4505211.854
2021-05-31T00:00:00,35651.80,39470.00,34150.00,35801.71,3950308.850
2021-06-07T00:00:00,35801.71,39374.18,30969.00,38993.65,5304319.373
2021-06-14T00:00:00,38993.66,41413.00,33312.00,35588.64,4876593.304
2021-06-21T00:00:00,35588.63,35746.28,28780.01,34687.71,7746338.623
2021-06-28T00:00:00,34687.71,36623.00,32672.04,35280.16,4617547.366
2021-07-05T00:00:00,35280.17,35281.55,32066.00,34253.81,3727312.197
2021-07-12T00:00:00,34253.88,34662.73,31018.59,31767.00,3380985.110
2021-07-19T00:00:00,31765.23,35400.00,29242.24,35370.66,3458141.031
2021-07-26T00:00:00,35370.67,48168.60,35185.49,39846.78,4468076.372
2021-08-02T00:00:00,39846.78,45350.00,37291.00,43787.71,3985788.573
2021-08-09T00:00:00,43787.71,48300.00,42785.00,47006.02,3128981.054
2021-08-16T00:00:00,47006.02,49833.00,43938.38,49273.28,2765858.080
2021-08-23T00:00:00,49273.28,50600.00,46280.00,48795.41,2560264.540
2021-08-30T00:00:00,48795.42,51950.00,46550.99,51799.57,2423617.744
2021-09-06T00:00:00,51799.56,52950.00,42088.00,46046.73,2567904.998
2021-09-13T00:00:00,46048.02,48850.00,43323.93,47256.91,1877864.572
2021-09-20T00:00:00,47256.92,47345.00,39503.58,43150.00,3255184.139
2021-09-27T00:00:00,43150.01,49304.12,40708.73,48187.30,2172018.510
2021-10-04T00:00:00,48187.99,56789.00,46885.29,54700.00,2031953.189
2021-10-11T00:00:00,54700.00,63997.61,53750.00,61571.45,2193200.820
2021-10-18T00:00:00,61571.45,67150.00,59504.46,60902.82,2334600.351
2021-10-25T00:00:00,60902.82,63795.98,57550.00,61348.61,1706890.356
2021-11-01T00:00:00,61347.14,64349.55,59400.00,63316.40,1314984.648
2021-11-08T00:00:00,63316.40,69198.70,62313.00,65568.39,1568358.347
2021-11-15T00:00:00,65568.38,66395.05,55604.00,58661.39,1947403.587
2021-11-22T00:00:00,58648.87,59624.56,53245.00,57315.73,1727942.267
2021-11-29T00:00:00,57315.72,59224.99,40888.89,49376.60,2336021.360
2021-12-06T00:00:00,49373.83,51929.00,46724.35,50057.01,1791066.323
2021-12-13T00:00:00,50057.02,50180.00,45373.11,46668.63,1935042.118
2021-12-20T00:00:00,46668.65,51805.00,45530.67,50765.73,1550833.565
2021-12-27T00:00:00,50765.73,52134.00,45650.00,47280.00,1708449.949
2022-01-03T00:00:00,47280.01,47575.22,40456.56,41851.22,2302005.988
2022-01-10T00:00:00,41851.22,44396.68,39610.00,43060.66,1982649.990
2022-01-17T00:00:00,43060.66,43495.00,33950.00,36230.01,3069957.673
2022-01-24T00:00:00,36230.00,38886.58,32853.83,37870.01,3010196.557
2022-01-31T00:00:00,37870.00,42656.80,36204.30,42361.35,2305635.465
2022-02-07T00:00:00,42361.34,45847.50,41540.00,42041.13,2613244.862
2022-02-14T00:00:00,42041.12,44777.00,37905.00,38368.10,2163520.526
2022-02-21T00:00:00,38367.90,40441.10,34303.70,37672.00,3530988.288
2022-02-28T00:00:00,37672.10,45350.00,37414.40,38401.10,2816635.887
2022-03-07T00:00:00,38401.10,42647.50,37134.00,37743.70,2770619.291
2022-03-14T00:00:00,37743.00,42446.60,37522.10,41261.00,2321024.582
2022-03-21T00:00:00,41261.00,47047.00,40430.00,46820.80,2055378.868
2022-03-28T00:00:00,46820.90,48200.00,44206.20,46392.40,1911191.042
2022-04-04T00:00:00,46392.30,47188.00,41838.00,42140.40,1755971.488
